@relation tinkaEmo
@attribute text string
@attribute class {neutral,worry,angry,happy}

@Data
'kann ich online meinen privat vertrag von t-mobile auf business umstellen?',neutral
'wie geht ein tarifwechsel',neutral
'da habe ich noch nachgeschaut. leider ist dort für mich nicht ersichtlich welches angebot welche zusatzleistung enthalt.??',neutral
'gibt es eine möglichkeit meinen tarif zu ändern ( {potentielle_id}) ohne wechselgebühr und trotzdem das galaxy a3 zu bekommen. das wäre super',neutral
'ich habe online einen vertrag abgeschlossen und bereits alles erhalten.',neutral
'hallo. kann man einen vertrag auch ruhen lassen?',neutral
'zahle ich für beide beträge nur ein monatlichen betrag. oder für beide veträge einzeln?',neutral
'können sie mir sagen wann die vertragsübernahme durchgelaufen ist die ich am freitag gemacht habe da ich meine vertrag gerne verlängern würd',neutral
'bekommt man rabatt wenn man zwei verträge zeitgleich abschließt?',neutral
'ich habe seit 1 monat kein internet mehr und habe aber 4gb frei zur verfügung',angry
'wo finde ich die daten von meinem handy im vertrag',neutral
'ich möchte meinen vertrag auf jemand anderes umschreiben und das gerne direkt im shop machen die frage ist',neutral
'hallo ich hatte bei ihnen einen vertrag mit der rufnummer {telefonnummer}. ich würde gerne wissen ob ich diese nummer wieder reaktivieren kan',neutral
'wie lange ist eine wertkarte gültig?',neutral
'warum wurde mein tarif erhöht?',neutral
'habe ein zusatzpaket gebucht für 1 monat wird es automatisch nach 1 monat gekündigt',neutral
'ich den vertragt gemacht {potentielle_id}.- will ich aber auf ändern {potentielle_id}.-',neutral
'ich habe keine internet in meinem paket..keine mobile daten..nur sms und minuten',neutral
'wie sind die kosten für telefonie und datenverkehr bei travel&surf aus deutschland?',neutral
'wie sehen meine gebühren für roaming ab dem 1.5. aus',neutral
'kann jemand noch einen vertrag machen',neutral
'hallo ich habe fragen zu travel und surf',neutral
'"hallo gibt es bei dem tarif ""my homenet unlimited: turbo"" nach einem bestimmten verbrauch eine drosselung der geschwindigkeit?"',neutral
'ich habe das zusatzpaket juhu',neutral
'warum ist da ein unterschied bei den tarifen wenn ich meinen vertag verlängere oder einen zusätzlichen vertrag anmelde ?',neutral
'meiner tochter wurde in spanien ihr handy geklaut. ich möcht dies im karte von {telefonnummer} abmelden und eine neue auf die glei telefonnumme',neutral
'wie erhalte ich nähere details über meinen tarif?',neutral
'ich möchte eine adresse ändern',neutral
'ich möchte meinen handyvertrsg',neutral
'ist dann auch der vertrag storniert oder läuft dieser 24monate weiter?',neutral
'wie kann ich mich hier einloggen nur mit einem code??',neutral
'wie viel zahlt man im monat',neutral
'ich will auch im shop kostenlose aktivierungsgebühr',neutral
'ich sehe mir gerade meine kundenservise seite aber die telefon freiminuten sehe ich nicht...kann nicht finden?',worry
'gelten die 200 minuten eu +ch für serbien ?',neutral
'hallo habe eine frage  muss ich bei ein zusätzlichen vertag die aktivierungs gebür',neutral
'hallo ich hätte gerne unlimitiertes internet. wie stelle ich das an? ich arbeite in der wkö und da gebe es einen sondertarif',neutral
'hallo ich kann meine adresse nicht ändern',neutral
'wie eröffne ich den live chat',neutral
'ist es möglich einen bestehenden vertrag vorzeitig zu beenden bei kauf eines iphones und neuem vertragsabschluss mit congstar?',neutral
'welchen wert haben meine flamingo punkte',neutral
'können sie auskunft uber die treueabteilung geben',neutral
'habe ein tarif bei euch hab mir dazu ein samsung note 4 dazu genommen',neutral
'kann ich meine bestehende nummer auf wertkartenübertragen',neutral
'hallo bei dem my homenet unlimited light tarif steht inkludiertes datenvolumen im inland kb)',neutral
'ein handy mit vertragsverlängerung',neutral
'hallo möchte meine klax wertkarte in vertrag wandeln',neutral
'wo ist mein guthaben?',neutral
'kann man handy vertrag und internet vertrag kombinieren',neutral
'da steht nichts von einem basispaket!',angry
'ich möchte ein tarif mit viel datenvolumen',neutral
'hallo habe die rufnummer {telefonnummer} und den tarif my net2go i.',neutral
'kann ich meinen wlan-nummer auch an jemand anderen weitergeben?',neutral
'verändert das dazubuchen von t mobile internet security etwas an den bestehenden vertrags und tarifbedingungen?',worry
'habe einmal home net light unlimitert und einmal limitiert ?',neutral
'ich möchte das gerne verlängern mit ein iphone se 64gb was werde das por monat kosten?',neutral
'da mein vertag im oktober endet wird meine grundgebühr auf {potentielle_id} angehoben',neutral
'habe vor gut einer woche eine vertragsverlängerung gemacht.',neutral
'wenn ja zu welchen konditionen und kosten?',neutral
'ich will wieder meine alte seite haben.',angry
'wenn ich ein handy per vertragsverlängerung bestellt habe kommt das paket per post?? oder dpd??',neutral
'kan ich laden meine wertkarte mit flamingo punkte?',neutral
'hallo wast ist das basispaket jährlich??',neutral
'hallo tinka bei einem neuvertrag übernimmt t-mobile die aktivierungskosten?',neutral
'ich hätte paar fragen ich wollt ein vertrag machen mit handy also einen tarif und wollte fragen ob es möglich wäre und welche vorrausetzunge',neutral
'wenn ich wieder in wien bin möchte ich jedoch wieder genau diesen tarif zu diesen konditionen und dieser nummer wieder verwenden.',worry
'kann man telefonisch kontakt aufnehmen? möchte für meine besachwaltete klientin internet bestellen',neutral
'member tarif bei neuanmaeldung',neutral
'ist die handy versicherung auch online buchbar',neutral
'frage eintippen ...tarifstufe',neutral
'"hi ich fülle gerad das formular für die member-bestätigung aus. das wird auch nach meine ""hauptkarte"" gefragt. was muss ich da hinschreiben"',neutral
'hallo tinka ich habe die sms zu meinen freidinheiten noch nicht erhalten',neutral
'wie lange bin ich kunde',neutral
'an welchen email adresse soll ich kündigung schreiben?',neutral
'haben sie ein anderes paket womit ich durch und quer eu ohne zusätzliche kosten telefonieren kann',neutral
'ist beim tarif all inclusive i möglich lte zu nutzen?',neutral
'hallo mein internett tarief ist aus . in meinen vertrag stehen aber 125kb/s nach beendigung der 3gb.',neutral
'ich habe heute einen vertrag im t-mobile shop gemacht für das internet home turbo.',neutral
'wollte meinen tarif auf klax total ändern habe dieses online durchgeführt und geeade eben € 20 aufgeladen. tarif ist noch nicht übernommen.',worry
'ich hätte eine frage bezüglich tarifen',neutral
'meindatenvolumenunlimitirt',neutral
'hallo! kann man wenn einem der light tarif nach einem monat probieren zu langsam ist einfach auf das turbo paket aufstufen?',neutral
'ich habe heute einen internettarif bestellt. stunden später bekam ich per mail mitgeteilt dass ich noch einige dokumente nachreichen soll.',worry
'"was ist gemeint mit ""von wertkarte auf vertrag umsteigen""?"',neutral
'kostet es etwas um die rufnummer zu wechseln und geht das überhaupt schnell?',neutral
'hallo tinka! ich möchte meinen vertrag verlängern aber meinen tarif behalten. wie geht das?',neutral
'hallo ich bin telering kunde - und das gehört jetzt mit t-mobile zusammen?',neutral
'wenn ich von meinem alten t-mobiltarif auf mymobile turbo wechsledann bezahle ich {potentielle_id} aktivierungsgebühr???',worry
'meine frage: sehr geehrte damen und herren ich würde gerne meinen vertrag ( internettarif) ändern auf *unlimited data basic*. kd nr. 5.61',neutral
'wie wechsele ich auf den smartklax lte',neutral
'tarifwechsel nach vertrasverlängerung möglich?',neutral
'handytarif zu meinem datentarif',neutral
'hallo. ich habe den all inclusive internet i tarif aus {potentielle_id}. stimmt das dass der jetzt lte fähig ist/wird?',neutral
'wenn ich nun meinen tarif wechsel möchte auf my mobile light',neutral
'kann ich den vertrag online verlängern?',neutral
'es geht um meinen internettarif',neutral
'hallo ich hätte eine frage zum vertragsabschluss.',neutral
'warum ist aus mein vertrag klax geworden???',neutral
'mein vertrag ist heute ausgelaufen. ich dachte er läuft noch bis zum {potentielle_id} & wollte micevtk',worry
'wo sind die agb?',neutral
'gibt es ein paket mit home internet und handytarif?',neutral
'adress änderung für handy verträge',neutral
'hallo. ich habe eine probleme mit meinem tarif. es funktioniert nicht mehr. mein telefonnummer ist {potentielle_id}',worry
'wann wurde mein vertrag geändert? von unlimitierten internet auf 3 gb?',angry
'ich brauche hilfe betreffend sommerurlaub in der türkei. wie schauen da die tarife aus?',neutral
'gibts ihnen tarif ohne handy',neutral
'kann ich eine adress änderung online durchführen',neutral
'wie kann ich den kombibonuns beansprucen',neutral
'ich möchte meinen vetrag mit der kundennummer {potentielle_id} lautend auf {name} mit der rufnummer {telefonnummer} bzw. surfhit',neutral
'möchte aber keinen stick mehr sondern die homenet box. muss ich da einen neuen vertrag machen oder geht das mit der verlängerung?',neutral
'wieviel mb hab ich noch frei?',neutral
'ich würde gerne wissen wie lange mein vertrag noch läuft. {telefonnummer}',neutral
'wie kann ich meine flamingos gegen neues handy eintauschen?',neutral
'wie viel ist kosten von face time',neutral
'was ist der tarif  holiday europa',neutral
'was kostet ein internetanschluss?',neutral
'ab wann habe ich zu hause internet wenn ich heute online den mz homenet unlimited light vertrag abschliesse und morgen das geraet hole?',neutral
'ich möchte meinen vertrag verlängern und ändern  komme aber nur auf diese seite : the requested url was rejected. please consult with your',neutral
'mein vertrag ist ja nun schon seit längerem ausgelaufen und ich überlege jetzt entweder zu verlängern oder den anbieter zu wechseln.',neutral
'es geht um das megaklax paket',neutral
'voice over ip vertrag?',neutral
'wenn ich ein kombi angebot in anspruch nehme',neutral
'ich suche mein id nummer',neutral
'wie kann ich mich beim t-mobile anmelden und flamingo punkte sammeln?',neutral
'ist die nutzung der hotspots gratis?',neutral
'mit meinem aktuellen tarif habe ich tatsächlich nur 1 gb high speed internet?',worry
'kann man bei einer vertragsverlängerung von einem businessvertrag auf einen privaten vertrag wechseln',neutral
'vertragsverlängerung. welches handy und preis...',neutral
'hallo ich hätte fragen zu meinem vertrag',neutral
'ich kann meine vetragsverlängerung nicht durchführen da die seite nicht lädt.',neutral
'ich besitze die datensimkarte mit der nr. {potentielle_id} und der rufnummer {telefonnummer} - dies ist eine datensimkarte. seit einigen tagen habe',worry
'was includiert travel & surf',neutral
'hallo. hätte eine frage bezüglich dem tarif myhomenet unlimitedlight. da steht in {dict-entry} dabei für die ersten 24 monate {potentielle_id} wieviel',neutral
'handyvertrag mit mehr als 50 mbit',neutral
'fehlende angabe im vertrag',neutral
'mein vertrag ist abgelaufen muss ich ihn kündigen',neutral
'sehen sie bis wann mein vertrag läuft?',neutral
'was kostet t-mobile',neutral
'kann ich von meinen jetztigen vertrag in einen klx terif wechseln?',neutral
'und die zusatzpacket? wo finde ich das?',neutral
'mobiles internet für zuhause plus handytarif',neutral
'ich habe den tarif turbo {potentielle_id} i hier sind 60gb inkludiert jetzt gibt es einen tarif',neutral
'homenet unlimited light kombibonus',neutral
'kann ich mein handy im nachhinein auch noch versichern lassen?',neutral
'gibt es einen jugendtarif (smartphone)',neutral
'was bedeutet: my phonbook angemeldet im zusazupacket?',neutral
'hallo gilt das juhu paket für telering kunden?',neutral
'suche die tarifdetails in denen steht wann ssd in kraft tritt',neutral
'wo sehe ich wie lange meine wertkarte noch gültig ist',neutral
'gsheen habe da hier zumindst ein kleiner onlinebonus und somit ersparnis ist wollte ich fragen kann ich den vertrag umändern auf business od',neutral
'wie kann ich eine kündigung übermitteln?',neutral
'hallo ich hab eine frage. ich hab schon ein nummer bei {dict-entry} und ich will zu t-mobile gehen. ist es möglich mein nummer mitnehmen. danke',neutral
'hallo ich habe eine frage zu travel und surf l',neutral
'wie lautet meine rufnummer (datentarif)',neutral
'wie lange ist die bindungsdauer',neutral
'hallo wenn die myhome net box in der wohnung keinen empfang hat kann ich die dann zurückschicken und vertrag kündigen?',neutral
'ich hätte eine frage bezüglich nat-typ einschränkungen',neutral
'wan wierd meine nummer wieder freigegeben?',neutral
'kann man ein für t.mobile gesperrtes handy für alle netze freischalten lassen und den provider wechseln?',neutral
'ich möchte welche tarifen für weltkarte haben',neutral
'ich habe ein frage auf meine versicherung',neutral
'wo er fahre ich wie viel famingo habe',neutral
'ist die verlängerung 2monate vor vertragsende möglich',neutral
'würde gerne eine guthabensimkarte auf einen vertrag ändern und die nummer behalten geht das?',neutral
'also heißt das das ich jetzt zu telering wechseln sollte',neutral
'gilt die 28 tage rückgabefrist ab sim aktivierung oder ab zustellung?',neutral
'kann man innerhalb eines vertrages sein konto ändern',neutral
'wir haben bei der telefonnummer {telefonnummer} bei der vertragsverlängerung gb extra versprochen bekommen warum steht 2 gb?',neutral
'fair {dict-entry} policy ?',worry
'könnte ich mir ein handy von t-mobile holen auch wenn mein vertrag erst in einem jahr auslauf ?',neutral
'wieviel data ich habe?',neutral
'wieso muss ich meine e-mail adresse bestätigen die liegt ohnehin schon jahrelang bei euch auf',angry
'gibt es gratis handys für vertragsverlängerung?',neutral
'warum muss ich bei vertragsverlängerung und umstieg auf my mobile light die bezahlen(',worry
'kann ich mit meiner rufnummer auf wertkarte umsteigen?',neutral
'hat sich mein tarif mit der vertragsverlängerung geändert?',neutral
'"hallo! wenn man ein mal den zusatz ""10 gb volume boost"" gewählt hat bleibt dieser solange aktiv bis man ihn wieder abbestellt? mfg pst"',neutral
'wie alt muss man sein um bei t-mobile einen vertrag abzuschließen',neutral
'hallo. wenn ich mehr als 2 jahre ein home net box vertrag bei t-mobile habe soll ich für ein handyvertrag das zusatzlichen vertrag auswahlen',neutral
'vertragsdetails sind nicht hinterlegt',neutral
