"1256192887354.txt";"TRANSCRIPTION: Sie war nicht groß gewillt mir zu helfen
";"d";;;;;"Häufigkeit absolut";"Kategorie";"Häufigkeit relativ (%)"
"1256375776721.txt";"TRANSCRIPTION: der Mitarbeiter den ich gerade am Telefon hatte hat gemeint ich wäre unfreundlich geworden was nicht stimmt und hat einfach aufgelegt also dass ich mich gerne ankacken lassen obwohl nichts wahr da es aufgezeichnet worden ist wissen *Sie* dass es nicht stimmt
";"b";;;;;;;
"1256375896971.txt";"TRANSCRIPTION: es hat sich niemand gemeldet obwohl ich die ganze Zeit am Apparat war und das find' ich *eine* Unverschämtheit
";0;;;;;;;
"1256376978032.txt";"TRANSCRIPTION: wenn *Sie* gleich Fach schon wegdrücken [pause]
";"b";;;;;;;
"1256376978285.txt";"TRANSCRIPTION: Kündigung nicht anerkannt wird und dass die Frau [nachn] mit der ich grad telefoniert hat mich einfach aufgelegt hat ohne Begründung
";1;"b";;;;;;
"1256377098326.txt";"TRANSCRIPTION: bei drei Anrufen dreimal aus der Leitung geworfen worden das nenn' ich keinen Kundenservice
";"b";;;;;;;
"1256377218609.txt";"TRANSCRIPTION: kriege hier keinen Termin für *ein* @hes@ Kundendienst der kann mir keine Auskunft geben [pause] und ich warte schon seit zwei Tagen
";1;;;;;;;
"1256377338806.txt";"TRANSCRIPTION: Sie haben das Gespräch einfach beendet ohne obwohl @hes@ diese Sache noch gar nicht zu Ende war
";"b";;;;;;;
"1256377338989.txt";"TRANSCRIPTION: keine Antwort auf die Frage warum ich ständig von der Telekom angerufen werde
";0;;;;;;;
"1256377579791.txt";"TRANSCRIPTION: der Service mit diesen [fragment] bei diesem Gespräch mit dieser Frau war in Ordnung aber ich hab' seit vier *Monaten* Probleme mit der Telekom wahnsinnigen Probleme und immer *erst* nach Rücksprache mit dem Anwalt beziehungsweise ich hab' mich jetzt auch schon an Verbraucherschutz gewendet @hes@ funktionieren die Sachen teilweise legen die @hes@ die Kollegen an der Service Hotline die legen dann einfach auf vor diesem Gespräch wurd' ein Gespräch geführt der hat nach vier Minuten einfach aufgelegt
";"b";;;;;;;
"1256377940048.txt";"TRANSCRIPTION: ja der Kundenberater ist nicht richtig auf die Thematik *nicht* auf das Problem richtig eingegangen und gab' eher @hes@ zickige Antworten und das fand' ich nicht gut
";"d";;;;;;;
"1256378180342.txt";"TRANSCRIPTION: unzufrieden hat mich gestimmt dass ich von einem ja sag' mal @hes@ Mitarbeiter von Ihnen weiterverbunden worden bin und dieses Telefonat dann einfach @hes@ aufgrund der besetzten Arbeitsplätze einfach beendet wurde das finde ich nicht kundenfreundlich von dem her bin ich äußerst unzufrieden
";"c";;;;;;;
"1256378300609.txt";"TRANSCRIPTION: die Dame hat nicht einmal meinen Fall bearbeitet sondern hat mich einfach weggerückt
";"b";;;;;;;
"1256378420826.txt";"TRANSCRIPTION: die Mitarbeiterin hatte keine Ahnung war völlig inkompetent und konnte mir in keiner Weise also ganz miese Beratung
";"d";;;;;;;
"1256378421058.txt";"TRANSCRIPTION: @hes@ sehr unfreundlicher Ton
";"d";;;;;;;
"1256378901116.txt";"TRANSCRIPTION: das Kundengespräch wurde schon wieder unterbrochen
";"b";;;;;;;
"1256379141390.txt";"TRANSCRIPTION: die ((hören)) einfach den Hörer ab
";0;;;;;;;
"1256381181690.txt";"TRANSCRIPTION: ja ich wünschte mir nicht nur *eine* halbe Stunde in der Warteschleife zu sitzen und danke für den Rückruf
";"e";"a";;;;;;
"1256382021964.txt";"TRANSCRIPTION: der Servicemitarbeiter hat @hes@ meine Frage versucht zu beantworten und dann einfach aufgelegt grußlos und sehr überraschend mitten im Gespräch aufgelegt
";"b";;;;;;;
"1256382142265.txt";"TRANSCRIPTION: [fragment] hallo [pause] ich hatte eben *ein* Gespräch mit *einem* Kollegen und der war auf einmal weg
";"b";;;;;;;
"1256382622542.txt";"TRANSCRIPTION: die Weitervermittlung zu einer anderen Telekom Nummer hat nicht funktioniert
";"c";;;;;;;
"1256382622777.txt";"TRANSCRIPTION: ich bin unterbrochen worden deswegen
";"b";;;;;;;
"1256383462861.txt";"TRANSCRIPTION: weiter
";0;;;;;;;
"1256383463182.txt";"TRANSCRIPTION: [fragment] war von [fragment] die Telekom war von Anfang an nur wirklich unfähig in meinem Fall und hat sich als völlig katastrophal erwiesen
";0;;;;;;;
"1256384424180.txt";"TRANSCRIPTION: Sie hatten mir den Bereitstellungs Betrag doppelt berechnet in der Rechnung vom *zwei* und zwanzigsten zehnten und in der Rechnung vom ein und zwanzigsten neunten jeweils fünfzig Euro sieben und dreißig ich soll schriftlich @hes@ Widerspruch einlegen ich werde aber vorerst bei meiner Bank die Einzugsermächtigung stoppen weil mir nicht geholfen wurde tschüss
";4;;;;;;;
"1256385744478.txt";"TRANSCRIPTION: ja die gute Dame hat noch nicht mal versucht irgendwie *eine* Lösung zu finden sondern stur nur das Standard abgespult danke
";"d";;;;;;;
"1256385744754.txt";"TRANSCRIPTION: Verbindung wurde einfach ohne weiteres abgebrochen ohne korrekte Auskunft
";"b";;;;;;;
"1256386104822.txt";"TRANSCRIPTION: ich bin nur mit Ihrer Umfrage verbunden worden und nicht mit einem @hes@ Kundenberater der meine Anfrage betätigt hätte idiotisch nicht wahr
";"a";;;;;;;
"1256386225085.txt";"TRANSCRIPTION: *überhaupt* alles
";0;;;;;;;
"1256386345343.txt";"TRANSCRIPTION: der Servicepartner bei Ihnen hat das Gespräch einfach unterbrochen
";"b";;;;;;;
"1256386946379.txt";"TRANSCRIPTION: ich habe versucht für ein @hes@ chinesischen [fragment] Geschäftspartner der [fragment] seit zehn Wochen auf die Einrichtung eines Telefonanschlusses wartet und jetzt den dritten Versuch unternimmt eine @hes@ Verbindung aufzubauen zu dem @hes@ Servicetechnikern @hes@ @hes@ in [ort] einem riesige Industriegelände mit acht Firmen auf dem Gelände und der @hes@ Servicemitarbeiter der Telekom war nicht in der Lage mir einen verlässlichen Ansprechpartner zu [fragment] zu nennen und hat von sich aus das @hes@ das Gespräch abgebrochen nachdem ich gedrängt habe dass ich ein direkten Ansprechpartner als Überwacher von den Servicetechnikern genannt bekomme weil die Servicetechniker wohl fälschlich behauptet hätten sie wären fünfmal vor Ort gewesen sie [fragment] sie haben eine Telefonnummer zur Verfügung gehabt eine Handynummer um mit dem [fragment] um mit dem zukünftigen Geschäftspartner @hes@ ein Kontakt aufzunehmen falls die also nicht jemanden antreffen würden oder den entsprechenden Schaltkasten nicht finden nichts von diesen Möglichkeiten ist genutzt worden die
";1;"b";;;;;;
"1256387066679.txt";"TRANSCRIPTION: erstens war die Sprachqualität nicht in Ordnung aus dem einfachen Grund weil die Dame nur gebrochenes Deutsch konnte und die Aussagen waren zu unkonkret und ich habe zu lange auf diese Berechnung gewartet um jetzt mal zu erfahren dass mein Konto ausgeglichen ist obwohl ich schon vor drei Wochen ein Kontoauszug gesendet hatte und schon viermal angerufen hatte
";1;;;;;;;
"1256387427616.txt";"TRANSCRIPTION: ich war äußerst zufrieden
";0;;;;;;;
"1256387787855.txt";"TRANSCRIPTION: eine Änderung wurde am neunzehnten Oktober mitgeteilt und für September wurde diese Änderung bereits @hes@ erfasst das heißt für die Vergangenheit obwohl das erst seit dem neunzehnten Oktober veranlasst worden ist wie kann man für die Vergangenheit was abbuchen obwohl man noch nicht die Berechtigung dafür hat
";4;;;;;;;
"1256387908125.txt";"TRANSCRIPTION: wir haben *eine* Rechnung erhalten obwohl *wir* kein Kunde mehr sind
";4;;;;;;;
"1256387909163.txt";"TRANSCRIPTION: heut morgen wollt' ich @hes@ eine Störung melden weil mein Telefon nicht ging dann hab' ich fünfmal angerufen und jedes Mal auf die Nummern die mir gesagt wurden und hab' Störung gesagt aber jedes Mal kam ich wieder in die Rechnungsabteilung also ich find' das ungeheuerlich dann wurd' mir schließlich nach *einer* Dreiviertelstunde gesagt also es ist *eine* Störung die nicht mehr zu beheben ist @hes@ @hes@ weil @hes@ @hes@ erst am Montag gemacht wird und jetzt komm' ich Heim vom Einkauf jetzt geht mein Telefon *plötzlich* wieder obwohl jetzt alle Gespräche auf Handy umgeleitet werden sollen und das sollte jetzt eben gerade gemacht werden und schon kam dann Ihre Ihre @hes@ Bewertung @hes@ also Sie haben sich einfach dazwischen getan also ich möchte das erst mal *wissen* ob das ausgeschaltet ist ob alles jetzt nicht mehr auf mein Handy geht sondern ob's jetzt normal auf mein Telefon geht
";3;1;"a";;;;;
"1256388149246.txt";"TRANSCRIPTION: Mitarbeiterin hat einfach aufgelegt [garbage]
";"b";;;;;;;
"1256388749461.txt";"TRANSCRIPTION: ja ich wurde ungefähr hundert Mal weitergeleitet habe mir hundert verschiedenen Mitarbeitern gesprochen niemand konnte mir weiterhelfen und schlussendlich wurde ich bei einer weiteren Weiterleitung einfach aus der Leitung geworfen vielen Dank Deutsche Telekom
";"c";;;;;;;
"1256391509768.txt";"TRANSCRIPTION: ich habe keine Verbindung zum Servicemitarbeiter bekommen ich warte jetzt zehn Minuten [garbage]
";"a";"e";;;;;;
"1256392110000.txt";"TRANSCRIPTION: die Dame konnte mir nicht weiterhelfen und wollte mich verbinden und nachdem sie mich nicht verbinden konnte @hes@ war das Gespräch von ihrer Seite beendet das war's
";"c";;;;;;;
"1256392590305.txt";"TRANSCRIPTION: ich warte nun seit fünf Monaten darauf dass Entertain bei mir geschaltet wird und da [fragment] fehlen halt immer noch @hes@ Teile zu die mir bis heute nicht übersandt worden sind wahrscheinlich zahl' ich aber schon die Gebühren dafür und @hes@ @hes@ so richtet jetzt nicht gegen die Sachbearbeiterin mit der ich gerade gesprochen habe sondern gegen die Organisation der Telekom und dann soll [fragment] will man mir noch bei der Gelegenheit noch irgendwelche Zusätze verkaufen wo ich dann auch sicher bin dass die genauso wenig [fragment] funktionieren wie das mit Entertain
";1;;;;;;;
"1256392710514.txt";"TRANSCRIPTION: keine genaue Auskunft
";0;;;;;;;
"1256393910789.txt";"TRANSCRIPTION: nicht Ausführen meiner Bank Änderung
";1;;;;;;;
"1256394271058.txt";"TRANSCRIPTION: die Mitarbeiter waren unfreundlich und konnten mir @hes@ nicht weiterhelfen und ja
";"d";;;;;;;
"1256394871319.txt";"TRANSCRIPTION: der Auftrag konnte nicht in gewünschter Zeit erledigt werden
";0;;;;;;;
"1256394991575.txt";"TRANSCRIPTION: einfach das Kundenberater Gespräch
";0;;;;;;;
"1256395351889.txt";"TRANSCRIPTION: der Service war nicht in der Lage mich *zu* *einem* zu einem speziellen Problem wie die Mac Hotline zu stellen also ich hab' da zwanzig Minuten gewartet dort wurde nicht abgenommen [vocal] und ich bin einfach unzufrieden und werde auf fürderhin nicht mehr Telekomkunde bleiben so ein Service so ein schlechter Service das hab' ich noch nie erlebt
";"e";1;"c";;;;;
"1256398472215.txt";"TRANSCRIPTION: weiter wurde erst gar nicht verbunden weiter [garbage]
";"a";;;;;;;
"1256400153332.txt";"TRANSCRIPTION: alles so *oder* [vocal] [garbage] so fertig ach nee warte warten Sie kurz können wir noch was sagen ja zu allererst mal diese Frau am Telefon die fand ich sehr freundlich die hat mir sehr weitergeholfen sie hat auch immer schön wie bitte gesagt und ja okay jetzt bin ich fertig jetzt geb' ich Ihnen noch mal schnell [vorn] [garbage] fertig [garbage]
";0;;;;;;;
"1256400633602.txt";"TRANSCRIPTION: ich bin überhaupt nicht verbunden worden es ist eine Unverschämtheit wie lange man in der Warteschleife hängt
";"e";"a";;;;;;
"1256400753829.txt";"TRANSCRIPTION: also wir waren noch gar nicht fertig mit dem Anrufen und auf einmal fängt hier an *eine* Ansage dranzugehen war mitten im Gespräch
";"b";;;;;;;
"1256401234091.txt";"TRANSCRIPTION: weil ich es nicht verstanden habe
";0;;;;;;;
"1256401354344.txt";"TRANSCRIPTION: ich habe keine Antwort bekommen ich sollte weitergeleitet werden und dann war das Gespräch beendet
";"c";;;;;;;
"1256401594612.txt";"TRANSCRIPTION: unterschiedliche Auskünfte durch Ihre Mitarbeiter zum Teil sich widersprechende Auskünfte
";0;;;;;;;
"1256401835733.txt";"TRANSCRIPTION: ich hatte [vocal]ich hatte leider noch nicht das Kunden Gespräch ich bin *immer* noch in der Warteschleife [garbage]
";"a";;;;;;;
"1256401836012.txt";"TRANSCRIPTION: ja der nette Mitarbeiter hat mir *den* Hörer aufgelegt
";"b";;;;;;;
"1256403516212.txt";"TRANSCRIPTION: ich habe zehn Minuten gewartet und hab' überhaupt gar kein Gespräch mit dem Service gehabt und jetzt sind Sie dran deswegen bin ich unzufrieden
";"e";"a";;;;;;
"1256404596493.txt";"TRANSCRIPTION: Frage nicht wurde nicht verstanden wurde nicht reagiert aus der Leitung geworfen
";"b";;;;;;;
"1256405316763.txt";"TRANSCRIPTION: Viertelstunde in der Warteschlange anschließend Sachbearbeiterin die nach dreißig Sekunden mich auf dieses schwachsinniges Band abwirft und ich natürlich wieder neu anrufen muss
";"e";"b";;;;;;
"1256406637039.txt";"TRANSCRIPTION: Ihre Mitarbeiterin hat einfach aufgelegt anstatt mir zu antworten schlechter Service ganz ganz schlechter Service
";"b";;;;;;;
"1256408678084.txt";"TRANSCRIPTION: was nicht so war wie's mir gewünscht hätte war dass ich weiterverbunden wurde nachdem ich vorher lang gewartet hatte in die Entertain Abteilung ich weiß nicht was das ist und da hab' ich mir kurz die Werbemelodie angehört und danach hieß es alle Leitungen seien besetzt und ich soll's doch zu *einem* späteren Zeitpunkt noch mal versuchen und da war zu Ende das fand ich nicht so gut
";"c";;;;;;;
"1256409518365.txt";"TRANSCRIPTION: durch dieses fragwürdige [breath] @hes@ [fragment] Fragestellung hier wurd' ich im Gespräch unterbrochen
";"b";;;;;;;
"1256409878565.txt";"TRANSCRIPTION: [breath] es ist einfach ätzend so lange mit einem Sprachcomputer sprechen zu müssen bis man endlich einen persönlichen Kontakt zu einem Berater bekommt
";0;;;;;;;
"1256410478811.txt";"TRANSCRIPTION: der Auftrag ist nicht richtig angenommen worden
";0;;;;;;;
"1256413719078.txt";"TRANSCRIPTION: ich hab' noch keine Antwort erhalten ich wurde gleich weitergestellt
";"a";;;;;;;
"1256413839312.txt";"TRANSCRIPTION: das Gespräch wurde *irgendwann* abgebrochen ich wurde verbunden und dann bin ich direkt bei der Befragung gelandet das war alles
";"b";;;;;;;
"1256420679658.txt";"TRANSCRIPTION: [vocal] ich möchte nur einfach sprechen *mehr* nicht [garbage]
";"a";;;;;;;
"1256449480635.txt";"TRANSCRIPTION: der Kundenberater scheint einfach überfordert zu sein ein Problem zu beheben und [fragment] und stellt ständig dumme Fragen die sich ständig wiederholen als wenn ich wüsste worum das Problem liegt wenn ich das das Problem wird von uns seit einem Vierteljahr immer wieder gemeldet und da fragt die mich was für *ein* Problem wir haben also langsam sollte das glaub' ich bei Euch irgendwo notiert sein in Eurem Service
";1;"d";;;;;;
"1256452480988.txt";"TRANSCRIPTION: [fragment] war nicht gewünscht wie gewünscht hat gedauert vierzig Minuten das Gespräch
";0;;;;;;;
"1256456441332.txt";"TRANSCRIPTION: ich hab' mit niemanden gesprochen und jetzt muss ich *eine* Bewertung abgeben
";"a";;;;;;;
"1256457161634.txt";"TRANSCRIPTION: ich hab' [fragment] Gespräch abgebrochen
";"b";;;;;;;
"1256458721924.txt";"TRANSCRIPTION: ich habe schon zweimal angerufen und ich werde jedes Mal aus der Leitung geschmissen da bin ich verärgert drüber das war's
";"a";;;;;;;
"1256459802309.txt";"TRANSCRIPTION: [fragment] auf eine Antwort gewartet und bin einfach aus der Leitung geflogen es hat keiner es für nötig befunden sich mit mir zu unterhalten ich habe eine Störung die schon des Öfteren vorgekommen ist die wird wohl auch morgen irgendwann bearbeitet werden ich habe keine Ahnung und @hes@ von Ihrer Abteilung wo ich jetzt gelandet bin hat es keine nötig sich mit mir zu unterhalten man hat mich auf die Warteschleife gesetzt und ich bin jetzt auf die aufgrund der Zeitschleife wohl einfach rausgeflogen ich habe null Beratung gehabt und habe eine halbe Stunde warten müssen
";3;"a";"e";;;;;
"1256460882657.txt";"TRANSCRIPTION: ich habe insgesamt viermal angerufen bin dreimal aus der Leitung geflogen das vierte Mal wurde der Anruf nicht entgegen genommen nach @hes@ circa fünf Minuten kam dann Ihre automatische Anfrage wie kann damit ein Mensch zufrieden sein es ist eine Riesensauerei dass Ihre Hotline insbesondere für *den* Geschäftskunden nicht zu erreichen ist ich bin sauer
";"a";;;;;;;
"1256461722989.txt";"TRANSCRIPTION: viel zu lange in der Warteschleife gehangen beim ersten Anruf nach zwei Sekunden oder drei Sekunden nach [fragment] Wortwechsel rausgeschmissen worden Ihrem System oder Ihr Mitarbeiter hat draufgelegt und der der letzte der mich [fragment] unterrichtet hat war einfach fachlich nicht kompetent genug [fragment] Ihre Wartezeiten sind einfach viel zu lang
";"e";"b";"d";;;;;
"1256462083348.txt";"TRANSCRIPTION: sehr geehrte Damen und Herren @hes@ Sie telefonieren mit Kundennummer  [kundennr] man hatte mir am Freitag zugesagt einen @hes@ meine Telefonleitung wieder freizuschalten nachdem ich einen Rückstand den ich nicht zu verantworten hatte in Höhe von hundert acht und fünfzig Komma drei und siebzig Euro einzuzahlen jetzt hab' ich am Freitag Morgen um neun Uhr ein und fünfzig getan heute Sonntag um zehn Uhr und zwo hab' ich leider Gottes immer noch keine Telefonfreischaltung obwohl mir das zugesagt worden ist in Ihrem Callcentern werd' ich hin und her verbunden keiner ist dafür zuständig und zum guten Schluss hat man mich jetzt auch noch abgewürgt und das alles nur weil ich Anfang des Jahres eine neue Bankverbindung bei Ihnen hinterlegt habe nach einem Kunden Dasein von mehr als zwanzig Jahren ich bin maßlos enttäuscht und zutiefst verbittert über Ihre Art und Weise wie Sie mit Kunden umgehen
";1;"b";;;;;;
"1256465923949.txt";"TRANSCRIPTION: die Auskunft über das wie's weitergeht
";0;;;;;;;
"1256466284225.txt";"TRANSCRIPTION: *elfeinhalb* Minuten Warten und kein Ansprechpartner danke
";"e";"a";;;;;;
"1256466644443.txt";"TRANSCRIPTION: ja ich warte auf *eine* Weiterleitung auf *einen* @hes@ Kollegen der mich weiterberaten kann so was wird jetzt auch nicht geschehen
";"c";;;;;;;
